city,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
Norwich,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
Norwich,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y
Norwich,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Norwood ,Y,N,Y,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Norwood,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N
Nottingham,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Knoxville,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N
Huntersville,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nowata,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
Nowata,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N
macon,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mohall,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Pleasant ,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N
,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nunda,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutley,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Nyack,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y
Nyack,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y
Opelika,Y,N,Y,N,Y,-,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Oak Creek ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N
Oak Forest,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N
Kansas City,N,N,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Oak Harbor,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Harbor,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N
Oak Lawn,Y,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N
Oakton,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N
Sacramento,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N
Oak Park,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N
Oak Ridge ,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N
Brighton,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N
Oakboro ,Y,N,N,N,N,-,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Capitol Heights,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N
OAKDALE,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modesto,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakdale,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Point,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N
Oakhurst,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit,N,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Oakland,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterford,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N
Oakland,N,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Asheville,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
Havertown,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N
Oakmont,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakridge,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakwood,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberlin,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Oberlin,Y,N,N,Y,Y,-,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Oberlin,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N
COLUMBUS,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union City,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Nags Head,Y,N,N,N,N,-,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Ocala,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N
Occidental,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N
San Diego,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Parsonsburg,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean City,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
Ocean Pines ,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Ocean Shores ,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
Ocean Springs,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N
Oceanside,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y
Lake Worth,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Oceanside,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
HAWKINSVILLE,N,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Watkinsville,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N
Watkinsville,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N
Oconomowoc,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Oelwein,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogallala,N,N,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Wilmington ,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N
Lexington,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N
Bangor,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Bellaire,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N
St. Clairsville,Y,Y,N,N,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
Milford,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Cincinnati ,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
Ohiopyle,N,Y,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Portland,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N
Ojai,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y
Fort Walton Beach,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okanogan,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N
Omak,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Okawville,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Oklahoma City,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Okmulgee,Y,N,N,Y,Y,-,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Olalla,Y,N,N,N,N,-,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Olathe,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Beach,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan Capistrano,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
Springfield ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
Lincoln,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y
Colorado Springs,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Forge,Y,Y,N,Y,Y,-,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N
Old Greenwich,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Spring Mills,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles ,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Lousiville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarasota,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlingon,Y,N,N,N,Y,-,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N
Oakland,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Palm Harbor,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poway,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
Mattapoisett,Y,N,N,Y,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
Old Saybrook,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honolulu,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
Texarkana,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandria,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N
Lewisville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eureka,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
Rock Hill,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N
Wichita ,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N
La Quinta,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N
"Bandon, Oregon",Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y
Newhall,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Poteau ,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
Scottsdale ,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
Temecula,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N
Olive Branch,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Orange,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Washington,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N
Kissimmee,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaufort,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N
Lafayette,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Schaumburg,Y,N,N,N,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N
Brushton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grove City,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenton,Y,N,N,N,N,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Hattiesburg,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Naples,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olney,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N
Philadelphia,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Olympia,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y
Omaha,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N
Omaha,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omaha,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N
Winnebago,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omro,Y,N,N,N,N,-,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
North Las Vegas,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N
Onamia,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Onaway,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utica,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N
Oneida,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Oneida,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oneida,N,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Oneonta,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N
Oneonta ,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Oneonta,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N
Jacksonville,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Ooltewah,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y
Washington,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockbridge,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Aurora,Y,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Opp,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange City,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Orange ,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N
Orange,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Lick,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
Orleans,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N
Paoli,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
Orange Cove,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange Park,Y,N,N,N,Y,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N
Riverside,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orangevale,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N
Orangville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastsound,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N
Phoenix ,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
